employee_id,age,education,career,job,skills_explode,skfn_explode
a00007008,27,대졸(예정),3,서버/백엔드 개발자,TypeORM,16
a00007009,31,대졸(예정),6,정보보안 담당자,Git,31
a00007009,31,대졸(예정),6,정보보안 담당자,CISSP,29
a00007009,31,대졸(예정),6,정보보안 담당자,JavaScript,32
a00007009,31,대졸(예정),6,정보보안 담당자,Hack,39
a00007010,35,초대졸(예정),3,프론트엔드 개발자,WebAssembly,24
a00007010,35,초대졸(예정),3,프론트엔드 개발자,Next.js,20
a00007010,35,초대졸(예정),3,프론트엔드 개발자,React Query,17
a00007010,35,초대졸(예정),3,프론트엔드 개발자,Pandas,18
a00007010,35,초대졸(예정),3,프론트엔드 개발자,AWS,22
a00007322,22,대졸(예정),0,프론트엔드 개발자,Network,0
a00007322,22,대졸(예정),0,프론트엔드 개발자,Blockchain,1
a00007322,22,대졸(예정),0,프론트엔드 개발자,Oracle,10
a00007011,23,대졸(예정),0,인공지능/머신러닝,Google App Engine,3
a00007011,23,대졸(예정),0,인공지능/머신러닝,TensorFlow,1
a00007011,23,대졸(예정),0,인공지능/머신러닝,Apache Tomcat,3
a00007012,50,석박사(예정),20,프론트엔드 개발자,Android SDK,44
a00007012,50,석박사(예정),20,프론트엔드 개발자,axios,48
a00007012,50,석박사(예정),20,프론트엔드 개발자,Jasmine,46
a00007013,48,초대졸(예정),9,빅데이터 엔지니어,Transformers,50
a00007013,48,초대졸(예정),9,빅데이터 엔지니어,PHP,46
a00007013,48,초대졸(예정),9,빅데이터 엔지니어,MachineLearning,54
a00007013,48,초대졸(예정),9,빅데이터 엔지니어,Etl,51
a00007013,48,초대졸(예정),9,빅데이터 엔지니어,REST API,49
a00007014,42,고졸(예정),10,빅데이터 엔지니어,Azure DevOps,46
a00007014,42,고졸(예정),10,빅데이터 엔지니어,Linear,50
a00007014,42,고졸(예정),10,빅데이터 엔지니어,ROS,49
a00007015,35,고졸(예정),5,웹퍼블리셔,TypeScript,37
a00007015,35,고졸(예정),5,웹퍼블리셔,REST API,32
a00007015,35,고졸(예정),5,웹퍼블리셔,Vercel,36
a00007015,35,고졸(예정),5,웹퍼블리셔,axios,27
a00007016,31,대졸(예정),4,DBA,AWS,30
a00007016,31,대졸(예정),4,DBA,Java,38
a00007016,31,대졸(예정),4,DBA,Python,34
a00007016,31,대졸(예정),4,DBA,DB,39
a00007017,28,대졸(예정),0,DevOps/시스템 엔지니어,MQTT,9
a00007017,28,대졸(예정),0,DevOps/시스템 엔지니어,ARM,0
a00007017,28,대졸(예정),0,DevOps/시스템 엔지니어,PHP,2
a00007017,28,대졸(예정),0,DevOps/시스템 엔지니어,ASP.NET,9
a00007018,27,대졸(예정),0,서버/백엔드 개발자,Oracle,2
a00007018,27,대졸(예정),0,서버/백엔드 개발자,QA,7
a00007018,27,대졸(예정),0,서버/백엔드 개발자,Amazon DynamoDB,9
a00007019,26,대졸(예정),1,DevOps/시스템 엔지니어,Docker,19
a00007019,26,대졸(예정),1,DevOps/시스템 엔지니어,VMware vSphere,16
a00007019,26,대졸(예정),1,DevOps/시스템 엔지니어,IPS,18
a00007019,26,대졸(예정),1,DevOps/시스템 엔지니어,macOS,22
a00007020,26,대졸(예정),1,정보보안 담당자,SW,11
a00007020,26,대졸(예정),1,정보보안 담당자,Elasticsearch,15
a00007020,26,대졸(예정),1,정보보안 담당자,AI/인공지능,23
a00007021,30,대졸(예정),0,정보보안 담당자,Solidity,6
a00007021,30,대졸(예정),0,정보보안 담당자,Mfc,3
a00007021,30,대졸(예정),0,정보보안 담당자,React Query,10
a00007021,30,대졸(예정),0,정보보안 담당자,Rust,0
a00007021,30,대졸(예정),0,정보보안 담당자,Windows,3
a00007022,25,대졸(예정),0,서버/백엔드 개발자,GraphQL,1
a00007022,25,대졸(예정),0,서버/백엔드 개발자,Linux,6
a00007022,25,대졸(예정),0,서버/백엔드 개발자,TypeORM,4
a00007023,22,대졸(예정),0,프론트엔드 개발자,AngularJS,6
a00007023,22,대졸(예정),0,프론트엔드 개발자,Redux,0
a00007023,22,대졸(예정),0,프론트엔드 개발자,GCP,2
a00007023,22,대졸(예정),0,프론트엔드 개발자,Node.js,8
a00007024,27,대졸(예정),2,DBA,Amazon RDS,15
a00007024,27,대졸(예정),2,DBA,Kubernetes,16
a00007024,27,대졸(예정),2,DBA,Amazon DynamoDB,11
a00007024,27,대졸(예정),2,DBA,AZURE,18
a00007024,27,대졸(예정),2,DBA,Linux,13
a00007025,27,대졸(예정),0,서버/백엔드 개발자,REST API,8
a00007025,27,대졸(예정),0,서버/백엔드 개발자,OpenCV,6
a00007025,27,대졸(예정),0,서버/백엔드 개발자,AWS CodePipeline,8
a00007025,27,대졸(예정),0,서버/백엔드 개발자,Unity,7
a00007026,27,초대졸(예정),0,iOS 개발자,SwiftUI,9
a00007026,27,초대졸(예정),0,iOS 개발자,Qt,10
a00007026,27,초대졸(예정),0,iOS 개발자,Socket.IO,1
a00007026,27,초대졸(예정),0,iOS 개발자,JavaScript,2
a00007026,27,초대졸(예정),0,iOS 개발자,Notion,7
a00007027,28,대졸(예정),0,DevOps/시스템 엔지니어,Spring Framework,1
a00007027,28,대졸(예정),0,DevOps/시스템 엔지니어,Git,8
a00007027,28,대졸(예정),0,DevOps/시스템 엔지니어,Perl,3
a00007027,28,대졸(예정),0,DevOps/시스템 엔지니어,GCP,10
a00007028,28,초대졸(예정),0,DevOps/시스템 엔지니어,AWS Certificate Manager,5
a00007028,28,초대졸(예정),0,DevOps/시스템 엔지니어,Docker Cloud,9
a00007028,28,초대졸(예정),0,DevOps/시스템 엔지니어,Azure Database for MySQL,9
a00007029,23,석박사(예정),0,정보보안 담당자,Rust,3
a00007029,23,석박사(예정),0,정보보안 담당자,IPS,6
a00007029,23,석박사(예정),0,정보보안 담당자,Elasticsearch,2
a00007029,23,석박사(예정),0,정보보안 담당자,ELK,5
a00007029,23,석박사(예정),0,정보보안 담당자,AWS,6
a00007030,29,대졸(예정),0,빅데이터 엔지니어,BigData,5
a00007030,29,대졸(예정),0,빅데이터 엔지니어,Confluence,6
a00007030,29,대졸(예정),0,빅데이터 엔지니어,Shell,0
a00007031,33,대졸(예정),4,웹퍼블리셔,JavaScript,29
a00007031,33,대졸(예정),4,웹퍼블리셔,JSP,28
a00007031,33,대졸(예정),4,웹퍼블리셔,HTML5,28
a00007032,26,대졸(예정),3,정보보안 담당자,vmware,22
a00007032,26,대졸(예정),3,정보보안 담당자,GitHub,11
a00007032,26,대졸(예정),3,정보보안 담당자,Shell,22
a00007032,26,대졸(예정),3,정보보안 담당자,C++,22
a00007032,26,대졸(예정),3,정보보안 담당자,Node.js,23
a00007033,29,대졸(예정),3,프론트엔드 개발자,Konva,14
a00007033,29,대졸(예정),3,프론트엔드 개발자,Zeplin,24
a00007033,29,대졸(예정),3,프론트엔드 개발자,Spring Boot,25
a00007033,29,대졸(예정),3,프론트엔드 개발자,Tibero,13
a00007034,51,대졸(예정),20,안드로이드 개발자,Android OS,42
a00007034,51,대졸(예정),20,안드로이드 개발자,Firebase,48
a00007034,51,대졸(예정),20,안드로이드 개발자,Embedded,53
a00007035,22,대졸(예정),0,서버/백엔드 개발자,Vault,1
a00007035,22,대졸(예정),0,서버/백엔드 개발자,C++,5
a00007035,22,대졸(예정),0,서버/백엔드 개발자,AngularJS,0
a00007036,23,대졸(예정),1,DevOps/시스템 엔지니어,Solidworks,14
a00007036,23,대졸(예정),1,DevOps/시스템 엔지니어,Amazon ElastiCache,14
a00007036,23,대졸(예정),1,DevOps/시스템 엔지니어,NGINX,22
a00007036,23,대졸(예정),1,DevOps/시스템 엔지니어,R Language,19
a00007039,28,대졸(예정),4,웹퍼블리셔,HTML5,34
a00007039,28,대졸(예정),4,웹퍼블리셔,Java,33
a00007039,28,대졸(예정),4,웹퍼블리셔,JSP,32
a00007039,28,대졸(예정),4,웹퍼블리셔,Visual Studio Code,39
a00007039,28,대졸(예정),4,웹퍼블리셔,ApexCharts,30
a00007040,29,대졸(예정),6,서버/백엔드 개발자,Blueprint,33
a00007040,29,대졸(예정),6,서버/백엔드 개발자,Spring MVC,32
a00007040,29,대졸(예정),6,서버/백엔드 개발자,Electron,36
a00007042,28,초대졸(예정),5,빅데이터 엔지니어,Airflow,34
a00007042,28,초대졸(예정),5,빅데이터 엔지니어,GraphQL,38
a00007042,28,초대졸(예정),5,빅데이터 엔지니어,React Native,30
a00007042,28,초대졸(예정),5,빅데이터 엔지니어,R Language,35
a00007043,31,대졸(예정),2,서버/백엔드 개발자,Framer,14
a00007043,31,대졸(예정),2,서버/백엔드 개발자,Pulumi,15
a00007043,31,대졸(예정),2,서버/백엔드 개발자,Tibero,11
a00007044,29,석박사(예정),5,빅데이터 엔지니어,Elasticsearch,36
a00007044,29,석박사(예정),5,빅데이터 엔지니어,Pandas,34
a00007044,29,석박사(예정),5,빅데이터 엔지니어,Kubeflow,30
a00007044,29,석박사(예정),5,빅데이터 엔지니어,Docker,28
a00007045,41,초대졸(예정),9,안드로이드 개발자,Figma,44
a00007045,41,초대졸(예정),9,안드로이드 개발자,Flutter,44
a00007045,41,초대졸(예정),9,안드로이드 개발자,Git,54
a00007046,32,고졸(예정),2,빅데이터 엔지니어,PHP,11
a00007046,32,고졸(예정),2,빅데이터 엔지니어,CUDA,16
a00007046,32,고졸(예정),2,빅데이터 엔지니어,TensorFlow,17
a00007046,32,고졸(예정),2,빅데이터 엔지니어,MSSQL,13
a00007046,32,고졸(예정),2,빅데이터 엔지니어,PyTorch,11
a00007047,28,대졸(예정),5,SW/솔루션,Flux,30
a00007047,28,대졸(예정),5,SW/솔루션,Adobe Target,39
a00007047,28,대졸(예정),5,SW/솔루션,SecureCRT,27
a00007047,28,대졸(예정),5,SW/솔루션,Jira,39
a00007048,51,고졸(예정),18,서버/백엔드 개발자,Selenium,55
a00007048,51,고졸(예정),18,서버/백엔드 개발자,GitHub,48
a00007048,51,고졸(예정),18,서버/백엔드 개발자,Azure Bot Service,46
a00007048,51,고졸(예정),18,서버/백엔드 개발자,Xcode,49
a00007049,29,대졸(예정),1,SW/솔루션,Confluence,19
a00007049,29,대졸(예정),1,SW/솔루션,gRPC,13
a00007049,29,대졸(예정),1,SW/솔루션,GNU Bash,24
a00007049,29,대졸(예정),1,SW/솔루션,PyQt,22
a00007050,34,석박사(예정),10,SW/솔루션,SW,50
a00007050,34,석박사(예정),10,SW/솔루션,SecureCRT,47
a00007050,34,석박사(예정),10,SW/솔루션,GoLand,45
a00007051,26,대졸(예정),2,DevOps/시스템 엔지니어,GCP,15
a00007051,26,대졸(예정),2,DevOps/시스템 엔지니어,Perl,20
a00007051,26,대졸(예정),2,DevOps/시스템 엔지니어,AWS IAM,25
a00007051,26,대졸(예정),2,DevOps/시스템 엔지니어,Golang,12
a00007052,27,대졸(예정),0,서버/백엔드 개발자,Android OS,5
a00007052,27,대졸(예정),0,서버/백엔드 개발자,AWS CloudFormation,3
a00007052,27,대졸(예정),0,서버/백엔드 개발자,Bitbucket Pipelines,7
a00007052,27,대졸(예정),0,서버/백엔드 개발자,C,1
a00007052,27,대졸(예정),0,서버/백엔드 개발자,RabbitMQ,4
a00007053,30,석박사(예정),0,SW/솔루션,Microsoft Teams,6
a00007053,30,석박사(예정),0,SW/솔루션,Pads,4
a00007053,30,석박사(예정),0,SW/솔루션,MCU,5
a00007053,30,석박사(예정),0,SW/솔루션,C++,7
a00007054,25,초대졸(예정),1,QA 엔지니어,C++,24
a00007054,25,초대졸(예정),1,QA 엔지니어,Linux,18
a00007054,25,초대졸(예정),1,QA 엔지니어,Android OS,16
a00007055,30,대졸(예정),0,프론트엔드 개발자,OpenAPI,0
a00007055,30,대졸(예정),0,프론트엔드 개발자,Amazon EKS,0
a00007055,30,대졸(예정),0,프론트엔드 개발자,Blueprint,7
a00007055,30,대졸(예정),0,프론트엔드 개발자,MySQL,2
a00007056,20,고졸미만,0,서버/백엔드 개발자,RPA,1
a00007056,20,고졸미만,0,서버/백엔드 개발자,Spring Cloud,6
a00007056,20,고졸미만,0,서버/백엔드 개발자,Angular 2,3
a00007056,20,고졸미만,0,서버/백엔드 개발자,Flask,1
a00007057,38,대졸(예정),16,프론트엔드 개발자,Datadog,42
a00007057,38,대졸(예정),16,프론트엔드 개발자,GitHub,53
a00007057,38,대졸(예정),16,프론트엔드 개발자,MVVM,49
a00007058,30,고졸미만,1,서버/백엔드 개발자,TensorFlow,33
a00007058,30,고졸미만,1,서버/백엔드 개발자,Spring MVC,41
a00007058,30,고졸미만,1,서버/백엔드 개발자,Asana,42
a00007058,30,고졸미만,1,서버/백엔드 개발자,Vault,22
a00007058,30,고졸미만,1,서버/백엔드 개발자,Sentry,22
a00007059,28,대졸(예정),0,서버/백엔드 개발자,R Language,2
a00007059,28,대졸(예정),0,서버/백엔드 개발자,OLAP,1
a00007059,28,대졸(예정),0,서버/백엔드 개발자,AWS CodeCommit,10
a00007060,21,대졸(예정),0,서버/백엔드 개발자,Network,1
a00007060,21,대졸(예정),0,서버/백엔드 개발자,Objective-C,5
a00007060,21,대졸(예정),0,서버/백엔드 개발자,MQTT,2
a00007060,21,대졸(예정),0,서버/백엔드 개발자,Apache HTTP Server,9
a00007060,21,대졸(예정),0,서버/백엔드 개발자,Bitbucket,3
a00007061,48,초대졸(예정),8,정보보안 담당자,React Query,53
a00007061,48,초대졸(예정),8,정보보안 담당자,MySQL,46
a00007061,48,초대졸(예정),8,정보보안 담당자,Confluence,42
a00007061,48,초대졸(예정),8,정보보안 담당자,MSA,42
a00007062,27,초대졸(예정),2,서버/백엔드 개발자,Hack,13
a00007062,27,초대졸(예정),2,서버/백엔드 개발자,OLAP,17
a00007062,27,초대졸(예정),2,서버/백엔드 개발자,Ruby,24
a00007062,27,초대졸(예정),2,서버/백엔드 개발자,Apache Tomcat,11
a00007062,27,초대졸(예정),2,서버/백엔드 개발자,Redis,25
a00007063,42,대졸(예정),16,DBA,Azure SQL Database,47
a00007063,42,대졸(예정),16,DBA,Selenium,53
a00007063,42,대졸(예정),16,DBA,DB,50
a00007063,42,대졸(예정),16,DBA,ASP.NET,43
a00007064,29,대졸(예정),4,DevOps/시스템 엔지니어,Qt,28
a00007064,29,대졸(예정),4,DevOps/시스템 엔지니어,Amazon ECR,32
a00007064,29,대졸(예정),4,DevOps/시스템 엔지니어,Elasticsearch,40
a00007065,21,대졸(예정),0,프론트엔드 개발자,Vue.js,10
a00007065,21,대졸(예정),0,프론트엔드 개발자,Kafka,8
a00007065,21,대졸(예정),0,프론트엔드 개발자,Python,10
a00007065,21,대졸(예정),0,프론트엔드 개발자,Capacitor,7
a00007065,21,대졸(예정),0,프론트엔드 개발자,Playwright,7
a00007066,49,대졸(예정),13,서버/백엔드 개발자,Jira,45
a00007066,49,대졸(예정),13,서버/백엔드 개발자,MQTT,52
a00007066,49,대졸(예정),13,서버/백엔드 개발자,Microsoft Office 365,43
a00007066,49,대졸(예정),13,서버/백엔드 개발자,IPS,46
a00007067,22,대졸(예정),0,프론트엔드 개발자,SQL,1
a00007067,22,대졸(예정),0,프론트엔드 개발자,MariaDB,2
a00007067,22,대졸(예정),0,프론트엔드 개발자,RabbitMQ,3
a00007068,24,초대졸(예정),0,서버/백엔드 개발자,FastAPI,10
a00007068,24,초대졸(예정),0,서버/백엔드 개발자,Akka HTTP,2
a00007068,24,초대졸(예정),0,서버/백엔드 개발자,C#,5
a00007069,24,대졸(예정),0,프론트엔드 개발자,NoSql,3
a00007069,24,대졸(예정),0,프론트엔드 개발자,WebGL,9
a00007069,24,대졸(예정),0,프론트엔드 개발자,Network,8
a00007069,24,대졸(예정),0,프론트엔드 개발자,MachineLearning,9
a00007070,51,고졸(예정),20,프론트엔드 개발자,Android OS,52
a00007070,51,고졸(예정),20,프론트엔드 개발자,NumPy,42
a00007070,51,고졸(예정),20,프론트엔드 개발자,MachineLearning,43
a00007070,51,고졸(예정),20,프론트엔드 개발자,FastAPI,53
a00007071,44,대졸(예정),5,DevOps/시스템 엔지니어,Next.js,32
a00007071,44,대졸(예정),5,DevOps/시스템 엔지니어,Amazon ElastiCache,34
a00007071,44,대졸(예정),5,DevOps/시스템 엔지니어,CentOS,27
a00007071,44,대졸(예정),5,DevOps/시스템 엔지니어,Spring Boot,38
a00007072,24,대졸(예정),0,블록체인,MVVM,4
a00007072,24,대졸(예정),0,블록체인,GraphQL,9
a00007072,24,대졸(예정),0,블록체인,Python,0
a00007073,30,대졸(예정),0,iOS 개발자,GitHub,0
a00007073,30,대졸(예정),0,iOS 개발자,Rxswift,2
a00007073,30,대졸(예정),0,iOS 개발자,Android Studio,5
a00007074,46,대졸(예정),11,서버/백엔드 개발자,Rails,50
a00007074,46,대졸(예정),11,서버/백엔드 개발자,TypeScript,49
a00007074,46,대졸(예정),11,서버/백엔드 개발자,AWS CloudFormation,44
a00007075,46,석박사(예정),16,정보보안 담당자,FastAPI,44
a00007075,46,석박사(예정),16,정보보안 담당자,ISMS,47
a00007075,46,석박사(예정),16,정보보안 담당자,MSA,46
a00007076,28,석박사(예정),6,서버/백엔드 개발자,IntelliJ IDEA,28
a00007076,28,석박사(예정),6,서버/백엔드 개발자,Ansible,36
a00007076,28,석박사(예정),6,서버/백엔드 개발자,Unity,38
a00007077,29,대졸(예정),0,HW/임베디드,labview,6
a00007077,29,대졸(예정),0,HW/임베디드,AR,9
a00007077,29,대졸(예정),0,HW/임베디드,RTOS,4
a00007077,29,대졸(예정),0,HW/임베디드,Scope,7
a00007078,34,대졸(예정),4,QA 엔지니어,Android OS,39
a00007078,34,대졸(예정),4,QA 엔지니어,Linux,35
a00007078,34,대졸(예정),4,QA 엔지니어,SW,40
a00007078,34,대졸(예정),4,QA 엔지니어,Appium,39
a00007078,34,대졸(예정),4,QA 엔지니어,Notion,34
a00007079,43,초대졸(예정),15,VR/AR/3D,C,52
a00007079,43,초대졸(예정),15,VR/AR/3D,C#,50
a00007079,43,초대졸(예정),15,VR/AR/3D,Embedded,47
a00007079,43,초대졸(예정),15,VR/AR/3D,Docker,41
a00007080,35,대졸(예정),0,서버/백엔드 개발자,GCP IAM,9
a00007080,35,대졸(예정),0,서버/백엔드 개발자,Travis CI,5
a00007080,35,대졸(예정),0,서버/백엔드 개발자,JavaScript,4
a00007080,35,대졸(예정),0,서버/백엔드 개발자,GitLab,10
a00007081,21,대졸(예정),1,게임 클라이언트 개발자,TypeScript,14
a00007081,21,대졸(예정),1,게임 클라이언트 개발자,JavaScript,17
a00007081,21,대졸(예정),1,게임 클라이언트 개발자,Project Reactor,16
a00007081,21,대졸(예정),1,게임 클라이언트 개발자,REST API,23
a00007081,21,대졸(예정),1,게임 클라이언트 개발자,Git,17
a00007082,51,석박사(예정),20,블록체인,Keras,51
a00007082,51,석박사(예정),20,블록체인,SQL,44
a00007082,51,석박사(예정),20,블록체인,Slim,42
a00007082,51,석박사(예정),20,블록체인,ASIC,45
a00007083,29,대졸(예정),3,프론트엔드 개발자,AI/인공지능,24
a00007083,29,대졸(예정),3,프론트엔드 개발자,AngularJS,18
a00007083,29,대졸(예정),3,프론트엔드 개발자,Microsoft Teams,24
a00007083,29,대졸(예정),3,프론트엔드 개발자,Mfc,22
a00007084,38,초대졸(예정),3,서버/백엔드 개발자,Eclipse,18
a00007084,38,초대졸(예정),3,서버/백엔드 개발자,Microsoft Excel,22
a00007084,38,초대졸(예정),3,서버/백엔드 개발자,Java,22
a00007084,38,초대졸(예정),3,서버/백엔드 개발자,Mybatis,11
a00007085,27,대졸(예정),0,DBA,Infra,1
a00007085,27,대졸(예정),0,DBA,Entity Framework,1
a00007085,27,대졸(예정),0,DBA,ASP.NET,6
a00007085,27,대졸(예정),0,DBA,Mantis,5
a00007086,22,초대졸(예정),0,서버/백엔드 개발자,Chakra UI,5
a00007086,22,초대졸(예정),0,서버/백엔드 개발자,Notion,0
a00007086,22,초대졸(예정),0,서버/백엔드 개발자,OpenStack,9
a00007086,22,초대졸(예정),0,서버/백엔드 개발자,PHP,5
a00007086,22,초대졸(예정),0,서버/백엔드 개발자,Git Flow,10
a00007087,48,대졸(예정),20,프론트엔드 개발자,Laravel,43
a00007087,48,대졸(예정),20,프론트엔드 개발자,Unreal Engine,42
a00007087,48,대졸(예정),20,프론트엔드 개발자,Firebase,41
a00007088,35,대졸(예정),6,서버/백엔드 개발자,notion.so,38
a00007088,35,대졸(예정),6,서버/백엔드 개발자,GitHub,28
a00007088,35,대졸(예정),6,서버/백엔드 개발자,Bitbucket Pipelines,33
a00007088,35,대졸(예정),6,서버/백엔드 개발자,Asana,27
a00007089,26,대졸(예정),0,서버/백엔드 개발자,Azure Security Center,5
a00007089,26,대졸(예정),0,서버/백엔드 개발자,Oracle,5
a00007089,26,대졸(예정),0,서버/백엔드 개발자,Eclipse,2
a00007089,26,대졸(예정),0,서버/백엔드 개발자,Amazon Aurora,8
a00007090,39,대졸(예정),13,서버/백엔드 개발자,Swagger UI,55
a00007090,39,대졸(예정),13,서버/백엔드 개발자,IntelliJ IDEA,48
a00007090,39,대졸(예정),13,서버/백엔드 개발자,Node.js,51
a00007090,39,대졸(예정),13,서버/백엔드 개발자,Google Analytics,46
a00007091,26,고졸(예정),2,프론트엔드 개발자,Amazon EC2,15
a00007091,26,고졸(예정),2,프론트엔드 개발자,Matplotlib,14
a00007091,26,고졸(예정),2,프론트엔드 개발자,redux-saga,22
a00007091,26,고졸(예정),2,프론트엔드 개발자,Refactor.io,18
a00007091,26,고졸(예정),2,프론트엔드 개발자,JSP,18
a00007092,45,대졸(예정),7,DevOps/시스템 엔지니어,Groovy,53
a00007092,45,대졸(예정),7,DevOps/시스템 엔지니어,Ubuntu,48
a00007092,45,대졸(예정),7,DevOps/시스템 엔지니어,VMware vSphere,49
a00007093,27,대졸(예정),1,서버/백엔드 개발자,R Language,16
a00007093,27,대졸(예정),1,서버/백엔드 개발자,PHP,13
a00007093,27,대졸(예정),1,서버/백엔드 개발자,Amazon Aurora,23
a00007093,27,대졸(예정),1,서버/백엔드 개발자,Django REST framework,21
a00007093,27,대졸(예정),1,서버/백엔드 개발자,Eclipse,16
a00007287,28,대졸(예정),2,서버/백엔드 개발자,PostgreSQL,13
a00007287,28,대졸(예정),2,서버/백엔드 개발자,FastAPI,18
a00007287,28,대졸(예정),2,서버/백엔드 개발자,MCU,19
a00007287,28,대졸(예정),2,서버/백엔드 개발자,Refactor.io,18
a00007094,51,대졸(예정),18,웹퍼블리셔,jQuery,42
a00007094,51,대졸(예정),18,웹퍼블리셔,GUI,49
a00007094,51,대졸(예정),18,웹퍼블리셔,Vercel,54
a00007094,51,대졸(예정),18,웹퍼블리셔,GitHub,54
a00007096,28,대졸(예정),4,웹퍼블리셔,axios,31
a00007096,28,대졸(예정),4,웹퍼블리셔,React,36
a00007096,28,대졸(예정),4,웹퍼블리셔,IntelliJ IDEA,27
a00007096,28,대졸(예정),4,웹퍼블리셔,React Native,33
a00007096,28,대졸(예정),4,웹퍼블리셔,REST API,39
a00007097,45,대졸(예정),16,정보보안 담당자,Git,52
a00007097,45,대졸(예정),16,정보보안 담당자,MySQL,53
a00007097,45,대졸(예정),16,정보보안 담당자,PowerShell,50
a00007098,25,대졸(예정),2,DevOps/시스템 엔지니어,Argo,20
a00007098,25,대졸(예정),2,DevOps/시스템 엔지니어,Red Hat OpenShift,15
a00007098,25,대졸(예정),2,DevOps/시스템 엔지니어,MSSQL,20
a00007098,25,대졸(예정),2,DevOps/시스템 엔지니어,HW,12
a00007099,32,초대졸(예정),3,서버/백엔드 개발자,Prometheus,18
a00007099,32,초대졸(예정),3,서버/백엔드 개발자,JSP,17
a00007099,32,초대졸(예정),3,서버/백엔드 개발자,AWS Lambda,24
a00007099,32,초대졸(예정),3,서버/백엔드 개발자,Unity,14
a00007100,29,초대졸(예정),4,정보보안 담당자,QueryDSL,32
a00007100,29,초대졸(예정),4,정보보안 담당자,DB,38
a00007100,29,초대졸(예정),4,정보보안 담당자,SQLite,33
a00007100,29,초대졸(예정),4,정보보안 담당자,FastAPI,37
a00007100,29,초대졸(예정),4,정보보안 담당자,L3,40
a00007101,28,대졸(예정),1,빅데이터 엔지니어,Linear,23
a00007101,28,대졸(예정),1,빅데이터 엔지니어,CSS 3,13
a00007101,28,대졸(예정),1,빅데이터 엔지니어,C,11
a00007101,28,대졸(예정),1,빅데이터 엔지니어,Keras,22
a00007101,28,대졸(예정),1,빅데이터 엔지니어,Slack,17
a00007102,26,석박사(예정),1,서버/백엔드 개발자,SW,23
a00007102,26,석박사(예정),1,서버/백엔드 개발자,Laravel,21
a00007102,26,석박사(예정),1,서버/백엔드 개발자,OAuth2,20
a00007102,26,석박사(예정),1,서버/백엔드 개발자,Nginx Proxy Manager,22
a00007103,49,대졸(예정),20,SW/솔루션,Apache Sling,44
a00007103,49,대졸(예정),20,SW/솔루션,VHDL,41
a00007103,49,대졸(예정),20,SW/솔루션,MCU,47
a00007103,49,대졸(예정),20,SW/솔루션,Spring Boot,50
a00007104,34,대졸(예정),3,프론트엔드 개발자,TCP/IP,23
a00007104,34,대졸(예정),3,프론트엔드 개발자,Babel,19
a00007104,34,대졸(예정),3,프론트엔드 개발자,Windows,15
a00007104,34,대졸(예정),3,프론트엔드 개발자,SW,14
a00007105,29,대졸(예정),1,빅데이터 엔지니어,Transformers,14
a00007105,29,대졸(예정),1,빅데이터 엔지니어,Ansible,15
a00007105,29,대졸(예정),1,빅데이터 엔지니어,Docker,12
a00007105,29,대졸(예정),1,빅데이터 엔지니어,PCB,25
a00007105,29,대졸(예정),1,빅데이터 엔지니어,NumPy,12
a00007106,22,대졸(예정),0,서버/백엔드 개발자,AI/인공지능,7
a00007106,22,대졸(예정),0,서버/백엔드 개발자,Spring MVC,10
a00007106,22,대졸(예정),0,서버/백엔드 개발자,Android OS,10
a00007106,22,대졸(예정),0,서버/백엔드 개발자,Apache Tomcat,8
a00007107,26,대졸(예정),0,웹퍼블리셔,Visual Studio Code,0
a00007107,26,대졸(예정),0,웹퍼블리셔,JavaScript,7
a00007107,26,대졸(예정),0,웹퍼블리셔,HTML5,8
a00007107,26,대졸(예정),0,웹퍼블리셔,GitHub,10
a00007107,26,대졸(예정),0,웹퍼블리셔,Java,8
a00007108,27,대졸(예정),0,서버/백엔드 개발자,Ansible,9
a00007108,27,대졸(예정),0,서버/백엔드 개발자,Amazon Aurora,1
a00007108,27,대졸(예정),0,서버/백엔드 개발자,Selenium,9
a00007108,27,대졸(예정),0,서버/백엔드 개발자,Elasticsearch,6
a00007108,27,대졸(예정),0,서버/백엔드 개발자,Cassandra,0
a00007109,21,대졸(예정),1,웹퍼블리셔,GitHub,15
a00007109,21,대졸(예정),1,웹퍼블리셔,Vercel,23
a00007109,21,대졸(예정),1,웹퍼블리셔,ApexCharts,11
a00007109,21,대졸(예정),1,웹퍼블리셔,JavaScript,22
a00007110,32,대졸(예정),7,DevOps/시스템 엔지니어,Go,50
a00007110,32,대졸(예정),7,DevOps/시스템 엔지니어,L3,48
a00007110,32,대졸(예정),7,DevOps/시스템 엔지니어,YAML,41
a00007110,32,대졸(예정),7,DevOps/시스템 엔지니어,Neo4j,48
a00007110,32,대졸(예정),7,DevOps/시스템 엔지니어,Java,49
a00007111,31,대졸(예정),0,프론트엔드 개발자,Firebase,7
a00007111,31,대졸(예정),0,프론트엔드 개발자,Sass,6
a00007111,31,대졸(예정),0,프론트엔드 개발자,MongoDB,3
a00007112,46,대졸(예정),20,SW/솔루션,MySQL,51
a00007112,46,대졸(예정),20,SW/솔루션,Django,50
a00007112,46,대졸(예정),20,SW/솔루션,Google Docs,55
a00007113,27,초대졸(예정),2,웹퍼블리셔,React Native,17
a00007113,27,초대졸(예정),2,웹퍼블리셔,IntelliJ IDEA,22
